[2024-10-14 10:52:44,040][INFO] Step 1: size: 1, coverage: 3.50%, cost: 1.0
[2024-10-14 10:52:44,056][INFO] Step 2: size: 2, coverage: 6.75%, cost: 2.0
[2024-10-14 10:52:44,072][INFO] Step 3: size: 3, coverage: 9.75%, cost: 3.0
[2024-10-14 10:52:44,088][INFO] Step 4: size: 4, coverage: 12.25%, cost: 4.0
[2024-10-14 10:52:44,103][INFO] Step 5: size: 5, coverage: 14.75%, cost: 5.0
[2024-10-14 10:52:44,119][INFO] Step 6: size: 6, coverage: 17.00%, cost: 6.0
[2024-10-14 10:52:44,135][INFO] Step 7: size: 7, coverage: 19.25%, cost: 7.0
[2024-10-14 10:52:44,151][INFO] Step 8: size: 8, coverage: 21.50%, cost: 8.0
[2024-10-14 10:52:44,166][INFO] Step 9: size: 9, coverage: 23.50%, cost: 9.0
[2024-10-14 10:52:44,182][INFO] Step 10: size: 10, coverage: 25.25%, cost: 10.0
[2024-10-14 10:52:44,198][INFO] Step 11: size: 11, coverage: 27.00%, cost: 11.0
[2024-10-14 10:52:44,214][INFO] Step 12: size: 12, coverage: 28.50%, cost: 12.0
[2024-10-14 10:52:44,230][INFO] Step 13: size: 13, coverage: 30.00%, cost: 13.0
[2024-10-14 10:52:44,245][INFO] Step 14: size: 14, coverage: 31.50%, cost: 14.0
[2024-10-14 10:52:44,261][INFO] Step 15: size: 15, coverage: 33.00%, cost: 15.0
[2024-10-14 10:52:44,277][INFO] Step 16: size: 16, coverage: 35.75%, cost: 17.0
[2024-10-14 10:52:44,294][INFO] Step 17: size: 17, coverage: 37.00%, cost: 18.0
[2024-10-14 10:52:44,310][INFO] Step 18: size: 18, coverage: 38.00%, cost: 19.0
[2024-10-14 10:52:44,326][INFO] Step 19: size: 19, coverage: 39.25%, cost: 20.0
[2024-10-14 10:52:44,342][INFO] Step 20: size: 20, coverage: 40.50%, cost: 21.0
[2024-10-14 10:52:44,358][INFO] Step 21: size: 21, coverage: 41.75%, cost: 22.0
[2024-10-14 10:52:44,374][INFO] Step 22: size: 22, coverage: 43.00%, cost: 23.0
[2024-10-14 10:52:44,391][INFO] Step 23: size: 23, coverage: 44.00%, cost: 24.0
[2024-10-14 10:52:44,407][INFO] Step 24: size: 24, coverage: 46.25%, cost: 26.0
[2024-10-14 10:52:44,424][INFO] Step 25: size: 25, coverage: 48.50%, cost: 28.0
[2024-10-14 10:52:44,440][INFO] Step 26: size: 26, coverage: 49.50%, cost: 29.0
[2024-10-14 10:52:44,456][INFO] Step 27: size: 27, coverage: 50.50%, cost: 30.0
[2024-10-14 10:52:44,473][INFO] Step 28: size: 28, coverage: 51.50%, cost: 31.0
[2024-10-14 10:52:44,489][INFO] Step 29: size: 29, coverage: 53.50%, cost: 33.0
[2024-10-14 10:52:44,505][INFO] Step 30: size: 30, coverage: 56.25%, cost: 36.0
[2024-10-14 10:52:44,522][INFO] Step 31: size: 31, coverage: 57.00%, cost: 37.0
[2024-10-14 10:52:44,538][INFO] Step 32: size: 32, coverage: 57.75%, cost: 38.0
[2024-10-14 10:52:44,555][INFO] Step 33: size: 33, coverage: 58.50%, cost: 39.0
[2024-10-14 10:52:44,571][INFO] Step 34: size: 34, coverage: 59.25%, cost: 40.0
[2024-10-14 10:52:44,588][INFO] Step 35: size: 35, coverage: 59.75%, cost: 41.0
[2024-10-14 10:52:44,604][INFO] Step 36: size: 36, coverage: 61.25%, cost: 43.0
[2024-10-14 10:52:44,621][INFO] Step 37: size: 37, coverage: 62.75%, cost: 45.0
[2024-10-14 10:52:44,638][INFO] Step 38: size: 38, coverage: 64.00%, cost: 47.0
[2024-10-14 10:52:44,654][INFO] Step 39: size: 39, coverage: 65.25%, cost: 49.0
[2024-10-14 10:52:44,671][INFO] Step 40: size: 40, coverage: 67.00%, cost: 52.0
[2024-10-14 10:52:44,688][INFO] Step 41: size: 41, coverage: 67.50%, cost: 53.0
[2024-10-14 10:52:44,704][INFO] Step 42: size: 42, coverage: 68.00%, cost: 54.0
[2024-10-14 10:52:44,721][INFO] Step 43: size: 43, coverage: 68.50%, cost: 55.0
[2024-10-14 10:52:44,738][INFO] Step 44: size: 44, coverage: 69.50%, cost: 57.0
[2024-10-14 10:52:44,754][INFO] Step 45: size: 45, coverage: 69.75%, cost: 58.0
[2024-10-14 10:52:44,771][INFO] Step 46: size: 46, coverage: 70.75%, cost: 60.0
[2024-10-14 10:52:44,788][INFO] Step 47: size: 47, coverage: 71.75%, cost: 62.0
[2024-10-14 10:52:44,804][INFO] Step 48: size: 48, coverage: 73.00%, cost: 65.0
[2024-10-14 10:52:44,821][INFO] Step 49: size: 49, coverage: 74.25%, cost: 68.0
[2024-10-14 10:52:44,838][INFO] Step 50: size: 50, coverage: 75.50%, cost: 71.0
[2024-10-14 10:52:44,855][INFO] Step 51: size: 51, coverage: 76.25%, cost: 73.0
[2024-10-14 10:52:44,872][INFO] Step 52: size: 52, coverage: 77.00%, cost: 75.0
[2024-10-14 10:52:44,889][INFO] Step 53: size: 53, coverage: 77.75%, cost: 77.0
[2024-10-14 10:52:44,906][INFO] Step 54: size: 54, coverage: 78.50%, cost: 79.0
[2024-10-14 10:52:44,923][INFO] Step 55: size: 55, coverage: 78.75%, cost: 80.0
[2024-10-14 10:52:44,940][INFO] Step 56: size: 56, coverage: 79.50%, cost: 82.0
[2024-10-14 10:52:44,957][INFO] Step 57: size: 57, coverage: 79.75%, cost: 83.0
[2024-10-14 10:52:44,975][INFO] Step 58: size: 58, coverage: 80.00%, cost: 85.0
[2024-10-14 10:52:44,992][INFO] Step 59: size: 59, coverage: 81.00%, cost: 88.0
[2024-10-14 10:52:45,009][INFO] Step 60: size: 60, coverage: 82.00%, cost: 91.0
[2024-10-14 10:52:45,026][INFO] Step 61: size: 61, coverage: 82.50%, cost: 93.0
[2024-10-14 10:52:45,044][INFO] Step 62: size: 62, coverage: 83.00%, cost: 95.0
[2024-10-14 10:52:45,061][INFO] Step 63: size: 63, coverage: 83.50%, cost: 97.0
[2024-10-14 10:52:45,079][INFO] Step 64: size: 64, coverage: 84.00%, cost: 99.0
[2024-10-14 10:52:45,097][INFO] Step 65: size: 65, coverage: 84.50%, cost: 101.0
[2024-10-14 10:52:45,114][INFO] Step 66: size: 66, coverage: 85.00%, cost: 103.0
[2024-10-14 10:52:45,132][INFO] Step 67: size: 67, coverage: 86.00%, cost: 108.0
[2024-10-14 10:52:45,150][INFO] Step 68: size: 68, coverage: 86.75%, cost: 112.0
[2024-10-14 10:52:45,168][INFO] Step 69: size: 69, coverage: 87.50%, cost: 116.0
[2024-10-14 10:52:45,185][INFO] Step 70: size: 70, coverage: 88.25%, cost: 120.0
[2024-10-14 10:52:45,203][INFO] Step 71: size: 71, coverage: 88.50%, cost: 122.0
[2024-10-14 10:52:45,221][INFO] Step 72: size: 72, coverage: 89.00%, cost: 125.0
[2024-10-14 10:52:45,239][INFO] Step 73: size: 73, coverage: 89.50%, cost: 128.0
[2024-10-14 10:52:45,257][INFO] Step 74: size: 74, coverage: 90.00%, cost: 131.0
[2024-10-14 10:52:45,275][INFO] Step 75: size: 75, coverage: 90.25%, cost: 133.0
[2024-10-14 10:52:45,293][INFO] Step 76: size: 76, coverage: 90.50%, cost: 135.0
[2024-10-14 10:52:45,312][INFO] Step 77: size: 77, coverage: 90.75%, cost: 137.0
[2024-10-14 10:52:45,330][INFO] Step 78: size: 78, coverage: 91.00%, cost: 139.0
